0AverageReturn,1MinReturn,1Perplexity,1ExplainedVariance,0PolicyExecTime,1AverageReturn,1NumTrajs,1EnvExecTime,dLoss,0NumTrajs,1Entropy,0Entropy,MeanKL,LossBefore,ItrTime,0ProcessExecTime,1MaxReturn,0Perplexity,1AveragePolicyStd,0ExplainedVariance,0StdReturn,1PolicyExecTime,0EnvExecTime,1ProcessExecTime,0MinReturn,0AveragePolicyStd,MeanKLBefore,LossAfter,0MaxReturn,Time,1StdReturn,ComputeUpdatedDistTime
453.0,0.0,9.64635,0.18300229221,2.6322882175445557,646.5,200,2.427452325820923,0.00403149053454,200,2.26658,2.27461,0.00706837326288,1.86264514923e-09,12.899269104003906,0.11194777488708496,2900.0,9.72408,0.754473,0.0492709219529,860.169169408,4.186594724655151,2.573471784591675,0.09765100479125977,0.0,0.75783,0.0,-0.0040314886719,2700.0,778.6881196498871,1122.84805294,0.11382365226745605
463.0,0.0,9.33565,0.164215153196,2.607311725616455,602.5,200,2.5104146003723145,0.00525321718305,200,2.23384,2.23898,0.00731578096747,0.0,13.226117849349976,0.11092734336853027,2800.0,9.38378,0.740844,0.0475290960548,862.34042002,4.505826711654663,2.5311944484710693,0.10624289512634277,0.0,0.742819,0.0,-0.00525321718305,2700.0,792.2861361503601,1050.11606501,0.09445405006408691
503.0,0.0,9.39858,0.230543406984,2.450343370437622,637.5,200,2.419168472290039,0.00645688548684,200,2.24056,2.23937,0.00877522490919,-1.39698386192e-09,12.498088359832764,0.10973072052001953,2900.0,9.38742,0.74338,0.0566710455036,910.159876066,4.103733062744141,2.453529119491577,0.0990908145904541,0.0,0.743161,0.0,-0.00645688688383,2700.0,805.2026534080505,1108.53225032,0.08126401901245117
473.0,0.0,9.05933,0.204389049771,2.4569056034088135,642.5,200,2.461552858352661,0.00357777252793,200,2.2038,2.20501,0.00810378789902,1.39698386192e-09,12.83516001701355,0.10332250595092773,2900.0,9.07031,0.730716,0.0384596086333,854.73446169,4.470847845077515,2.4185373783111572,0.10259723663330078,0.0,0.731261,0.0,-0.00357777113095,2700.0,818.4130113124847,1115.77047371,0.08602142333984375
483.5,0.0,8.44044,0.159415976004,2.524367570877075,632.0,200,2.4961605072021484,0.00590301118791,200,2.13303,2.13887,0.00700335670263,3.72529029846e-09,12.874835729598999,0.11104917526245117,2800.0,8.48986,0.705989,0.0400102058548,875.25867605,4.255517959594727,2.5226964950561523,0.10232734680175781,0.0,0.708301,0.0,-0.00590300746262,2700.0,831.6218729019165,1097.12168878,0.08861541748046875
502.5,0.0,8.12801,0.19433267902,2.5696918964385986,652.5,200,2.4519054889678955,0.00374778592959,200,2.09532,2.10119,0.00717268045992,-2.32830643654e-09,13.125595092773438,0.11006283760070801,3000.0,8.17591,0.69297,0.0438930303597,915.283426049,4.415027141571045,2.553445339202881,0.10181522369384766,0.0,0.69502,0.0,-0.0037477882579,2700.0,845.3837933540344,1132.51655617,0.10823678970336914
525.0,0.0,8.02813,0.205019135602,2.513209104537964,643.0,200,2.4115939140319824,0.00360557623208,200,2.08295,2.08009,0.0060966797173,-1.86264514923e-09,12.51652193069458,0.10842514038085938,2900.0,8.00519,0.687766,0.0851287578778,949.460373054,4.005573511123657,2.5037546157836914,0.10070657730102539,0.0,0.686884,7.45058059692e-09,-0.00360557809472,2800.0,858.2437133789062,1116.93822569,0.08188772201538086
515.5,0.0,7.68287,0.193382019039,2.8680965900421143,599.0,200,3.6453964710235596,0.00245887110941,200,2.03899,2.04444,0.00881777890027,4.65661287308e-10,16.46210265159607,0.12458372116088867,2800.0,7.72479,0.672191,0.0701415647441,939.632774013,6.103088855743408,2.7355637550354004,0.1450662612915039,0.0,0.673933,0.0,-0.00245887064375,2600.0,875.0446884632111,1046.66088109,0.08303332328796387
509.0,0.0,7.68389,0.15817810581,3.3199589252471924,651.0,200,3.5459721088409424,0.00473308982328,200,2.03913,2.04606,0.00702250935137,3.72529029846e-09,17.16433095932007,0.14060616493225098,2900.0,7.73734,0.672475,0.0605706092359,921.693549939,5.758212327957153,3.3351235389709473,0.1391589641571045,0.0,0.675056,7.45058059692e-09,-0.00473308609799,2700.0,892.5547742843628,1129.33564541,0.08513522148132324
528.5,0.0,7.28837,0.190919489419,3.5616538524627686,666.0,200,4.036397457122803,0.0029615109961,200,1.98628,1.99394,0.00947556085885,-4.22005541623e-09,18.804243087768555,0.14489388465881348,2900.0,7.34443,0.654704,0.0588727528557,954.849595486,6.559558391571045,3.277799367904663,0.165755033493042,0.0,0.657285,0.0,-0.00296151521616,2700.0,911.7336106300354,1155.70065328,0.09885931015014648
523.0,0.0,7.36211,0.157370537958,3.618124485015869,659.5,200,3.5378875732421875,0.00564857153222,200,1.99635,2.00815,0.00756012508646,9.31322574615e-10,17.875577211380005,0.15424871444702148,2900.0,7.44952,0.658087,0.0698807259038,945.288844745,5.785612106323242,3.6730804443359375,0.14100027084350586,0.0,0.66201,0.0,-0.0056485706009,2600.0,930.2352838516235,1143.63881973,0.08384227752685547
527.0,0.0,7.28622,0.138273049463,3.6363301277160645,572.5,200,3.7336249351501465,0.00629088375717,200,1.98598,1.99081,0.00986229162663,-9.31322574615e-10,18.217947006225586,0.14147520065307617,2800.0,7.32144,0.654439,0.0526002845716,959.516023837,6.224828243255615,3.3469369411468506,0.15093731880187988,0.0,0.656096,0.0,-0.0062908846885,2800.0,948.8053476810455,1014.63971438,0.08610677719116211
533.0,0.0,7.131,0.165073497363,3.3812403678894043,656.5,200,3.591491460800171,0.00356314820237,200,1.96445,1.95873,0.0066383886151,-5.58793544769e-09,17.393383026123047,0.14191961288452148,2900.0,7.09031,0.647749,0.0446585408856,947.476121071,5.825126647949219,3.37111496925354,0.14263153076171875,0.0,0.645952,0.0,-0.00356315379031,2700.0,966.5843961238861,1138.66489803,0.08025908470153809
545.0,0.0,6.74436,0.143950378106,3.762363910675049,651.5,200,3.6367788314819336,0.00428423658013,200,1.90871,1.9227,0.00988273974508,1.86264514923e-09,18.019656658172607,0.14681053161621094,2800.0,6.83939,0.629374,0.0587134046761,966.527288803,6.018515586853027,3.433300018310547,0.14652442932128906,0.0,0.633818,-7.45058059692e-09,-0.00428423471749,2900.0,984.9607679843903,1130.04325138,0.07954144477844238
538.0,0.0,6.54893,0.167032301692,3.5556485652923584,629.0,200,3.4168319702148438,0.00666400045156,200,1.8793,1.88508,0.00931094679981,-2.79396772385e-09,17.531367540359497,0.15120625495910645,2900.0,6.58691,0.619906,0.0543658749161,968.119827294,5.676159381866455,3.5822458267211914,0.13946199417114258,0.0,0.6217,0.0,-0.00666400324553,2800.0,1002.8695065975189,1097.61514202,0.09453082084655762
530.0,0.0,6.71541,0.120574000421,3.782308340072632,645.0,200,3.5853376388549805,0.00566823920235,200,1.90441,1.91019,0.00837575737387,3.25962901115e-09,17.986965656280518,0.14533257484436035,2900.0,6.75436,0.627586,0.0632248813632,938.13645063,5.966478586196899,3.404449939727783,0.14301156997680664,0.0,0.629463,0.0,-0.00566823594272,2600.0,1021.5356211662292,1119.63163585,0.08827948570251465
540.0,0.0,6.39302,0.155770028548,3.592212677001953,587.5,200,3.5927608013153076,0.00560352345929,200,1.85521,1.85558,0.00714905699715,-4.65661287308e-10,18.171889781951904,0.1531996726989746,2800.0,6.39544,0.612152,0.0591995411217,948.683298051,5.948484897613525,3.5837619304656982,0.14866971969604492,0.0,0.612202,0.0,-0.00560352392495,2800.0,1040.0584287643433,1029.12280608,0.0849149227142334
545.5,0.0,6.26268,0.104409975457,3.574671745300293,629.0,200,3.7185137271881104,0.00569618819281,200,1.83461,1.84278,0.00877019390464,0.0,18.095815896987915,0.14741253852844238,2900.0,6.31404,0.606246,0.056819815109,961.966605449,6.11741042137146,3.5195019245147705,0.15123629570007324,0.0,0.608683,-7.45058059692e-09,-0.00569618819281,2800.0,1058.503478050232,1096.88604695,0.07967066764831543
555.5,0.0,5.99112,0.1294187394,3.622490167617798,658.5,200,3.7326741218566895,0.00377103884239,200,1.79028,1.80025,0.00691906921566,-1.2805685401e-09,18.478790521621704,0.15301060676574707,2900.0,6.05117,0.593021,0.0421796315303,974.869093776,6.25338077545166,3.624324083328247,0.1482841968536377,0.0,0.595947,0.0,-0.00377104012296,2700.0,1077.339604139328,1142.24679908,0.08269715309143066
530.0,0.0,6.08505,0.142929547775,3.5263869762420654,651.5,200,3.4534430503845215,0.00237693963572,200,1.80584,1.81306,0.0060496260412,4.65661287308e-10,17.287992000579834,0.1463024616241455,2800.0,6.12915,0.597173,0.0436101184914,945.832966226,5.625877141952515,3.4535281658172607,0.14053130149841309,0.0,0.599389,0.0,-0.00237693917006,2700.0,1094.9733953475952,1130.79518481,0.08438944816589355
534.0,0.0,6.02814,0.195325506836,3.2815968990325928,628.5,200,3.5498404502868652,0.00530321989208,200,1.79644,1.79989,0.00868807174265,2.79396772385e-09,17.45372462272644,0.14621329307556152,2900.0,6.04896,0.595166,0.0496461990855,949.865253602,6.075247526168823,3.3183181285858154,0.14118409156799316,0.0,0.596252,0.0,-0.00530321709812,2700.0,1112.7676045894623,1091.48419595,0.07903933525085449
544.0,0.0,5.93973,0.150154179593,3.5445547103881836,665.5,200,3.537389039993286,0.00427426025271,200,1.78166,1.7923,0.00704071298242,-9.31322574615e-10,17.790352821350098,0.14455151557922363,2900.0,6.00323,0.590591,0.0576516465315,967.038778954,5.95187520980835,3.4641008377075195,0.14328861236572266,0.0,0.593797,0.0,-0.00427426118404,2900.0,1131.2099764347076,1154.14892886,0.08948087692260742
531.5,0.0,5.86669,0.187959903701,3.640166759490967,608.0,200,3.3629982471466064,0.00640203268267,200,1.76929,1.77911,0.0097792558372,-2.32830643654e-10,17.802088975906372,0.15460419654846191,2700.0,5.92457,0.586798,0.0604772935585,945.810631152,5.863316774368286,3.6297266483306885,0.14312219619750977,0.0,0.589634,0.0,-0.0064020329155,2700.0,1149.3679285049438,1056.42605042,0.09230518341064453
556.0,0.0,6.19504,0.141649550871,3.4640069007873535,665.0,200,3.5090692043304443,0.00371355877724,200,1.82375,1.82388,0.00635713897645,-3.49245965481e-10,17.438538312911987,0.14569616317749023,2800.0,6.19586,0.602606,0.0717143529912,980.644685908,5.865109920501709,3.351205587387085,0.13825106620788574,0.0,0.60267,0.0,-0.00371355912648,2800.0,1167.188154220581,1153.4621797,0.08760666847229004
565.0,0.0,5.91113,0.0998405503454,3.6663854122161865,653.5,200,3.724907636642456,0.00432812655345,200,1.77684,1.78923,0.00662678061053,-3.72529029846e-09,18.69060206413269,0.15567755699157715,2900.0,5.98482,0.588612,0.0663908476679,995.627942557,6.367008924484253,3.6990416049957275,0.15315508842468262,0.0,0.592228,0.0,-0.00432813027874,2800.0,1186.2552263736725,1136.52441681,0.08765053749084473
542.5,0.0,5.80724,0.0798507244994,3.48691725730896,625.0,200,3.590207815170288,0.00579286040738,200,1.75911,1.75401,0.00960383843631,3.72529029846e-09,17.583385944366455,0.14365386962890625,3000.0,5.77773,0.583446,0.0486827605436,958.354709907,5.890679836273193,3.4102466106414795,0.14343881607055664,0.0,0.582001,0.0,-0.00579285668209,2700.0,1204.1914055347443,1090.53885763,0.081573486328125
592.0,0.0,5.75385,0.103153148249,3.4838578701019287,650.5,200,2.9865880012512207,0.00456288736314,200,1.74987,1.75393,0.00675491103902,4.65661287308e-09,16.280442476272583,0.14336419105529785,2900.0,5.77725,0.580621,0.084921361373,1048.30148335,5.225135326385498,3.419379949569702,0.12655329704284668,0.0,0.581768,0.0,-0.00456288270652,2800.0,1221.0998373031616,1131.10554326,0.09761762619018555
583.0,0.0,5.79645,0.139303151158,2.6777751445770264,655.0,200,2.2845120429992676,0.00743305590004,200,1.75725,1.76105,0.00811260845512,4.65661287308e-10,12.699317693710327,0.11909627914428711,2800.0,5.81855,0.582788,0.0456923841243,1020.59345481,3.83923077583313,2.774259328842163,0.09552240371704102,0.0,0.583887,0.0,-0.00743305543438,2700.0,1234.1349449157715,1136.16680113,0.07979607582092285
596.0,0.0,5.78387,0.105967101275,2.5753695964813232,655.5,200,2.2816929817199707,0.00787050893996,200,1.75507,1.75681,0.0075486660935,5.82076609135e-10,11.868867635726929,0.0967409610748291,2800.0,5.79393,0.581999,0.0571760977039,1043.20851224,3.781705379486084,2.236013412475586,0.09377551078796387,0.0,0.582526,0.0,-0.00787050835788,2800.0,1246.35395860672,1137.92343767,0.07730865478515625
578.5,0.0,5.77456,0.0998803228777,2.422356367111206,645.5,200,2.2494754791259766,0.0040499845054,200,1.75346,1.75572,0.0088316295296,-3.0267983675e-09,11.845731496810913,0.10522937774658203,2800.0,5.78759,0.581669,0.0497992694563,1017.63831984,3.7073845863342285,2.4376022815704346,0.09100079536437988,0.0,0.582334,0.0,-0.0040499875322,2700.0,1258.538944721222,1119.58909873,0.07875299453735352
596.0,0.0,5.59889,0.0905964096984,2.6818222999572754,642.5,200,2.332061529159546,0.00594458018895,200,1.72257,1.72748,0.00920918025076,1.2805685401e-09,12.344322204589844,0.10219550132751465,2800.0,5.62645,0.572696,0.0452611722641,1044.54966373,3.882380485534668,2.3802595138549805,0.09700417518615723,0.0,0.574142,0.0,-0.00594457890838,3000.0,1271.2689092159271,1114.87387179,0.09640002250671387
584.0,0.0,5.46825,0.106950396687,2.2843432426452637,661.0,200,2.255643606185913,0.00366246048361,200,1.69896,1.70012,0.0084106689319,3.25962901115e-09,11.65862488746643,0.0985097885131836,2900.0,5.47462,0.566121,0.062409880105,1025.35067172,3.8389995098114014,2.292808771133423,0.0928957462310791,0.0,0.566516,0.0,-0.00366245722398,2800.0,1283.3346190452576,1147.20486401,0.07889294624328613
581.5,0.0,5.39641,0.104053567436,2.758803129196167,662.0,200,2.754804849624634,0.00336670083925,200,1.68573,1.69087,0.00920174550265,3.25962901115e-09,13.643700361251831,0.10952425003051758,3000.0,5.42418,0.562428,0.0589088127288,1021.57121631,4.562342643737793,2.5269622802734375,0.11252093315124512,0.0,0.563928,0.0,-0.00336669757962,2800.0,1297.628468990326,1149.89390815,0.07874107360839844
591.5,0.0,5.40202,0.109883866468,2.24924898147583,656.0,200,2.2413294315338135,0.00443482398987,200,1.68677,1.69023,0.00854253023863,-2.79396772385e-09,11.417655229568481,0.09577059745788574,2900.0,5.42072,0.56259,0.0516517199142,1032.7525115,3.7148921489715576,2.2333786487579346,0.09208989143371582,0.0,0.563618,0.0,-0.00443482678384,2800.0,1309.3712756633759,1138.57981714,0.07490825653076172
590.5,0.0,5.68803,0.0877935824938,2.6623289585113525,648.0,200,2.258331060409546,0.00308966776356,200,1.73836,1.74079,0.0072337728925,-1.39698386192e-09,12.244040489196777,0.10059857368469238,2800.0,5.70186,0.577267,0.0481089675258,1033.08264432,3.9118685722351074,2.32564377784729,0.08974027633666992,0.0,0.57799,0.0,-0.00308966916054,2800.0,1322.0055408477783,1123.78645658,0.10744142532348633
589.5,0.0,5.5701,0.12425287624,2.231318712234497,606.0,200,2.206484317779541,0.00437108241022,200,1.71741,1.71845,0.00667375978082,1.86264514923e-09,11.355364561080933,0.09507012367248535,2800.0,5.57586,0.571273,0.0469862064594,1030.55312818,3.6761505603790283,2.2143020629882812,0.08981180191040039,0.0,0.571616,-1.49011611938e-08,-0.00437108054757,2700.0,1333.742960691452,1072.31711727,0.09029150009155273
598.5,0.0,5.59389,0.106958506794,2.660672426223755,664.5,200,2.2220699787139893,0.00478501850739,200,1.72168,1.71956,0.00834696181118,2.79396772385e-09,12.036823987960815,0.1045529842376709,3000.0,5.58208,0.57261,0.0463724259091,1048.11628649,3.7208669185638428,2.401137113571167,0.09207868576049805,0.0,0.571989,0.0,-0.00478501571342,2800.0,1346.1474821567535,1153.46857348,0.07700514793395996
582.0,0.0,5.58813,0.119131722268,2.260526418685913,632.0,200,2.491539478302002,0.00267367530614,200,1.72064,1.72472,0.00665817596018,5.35510480404e-09,12.494293451309204,0.09693360328674316,2800.0,5.61093,0.572461,0.0442271784049,1025.41503792,4.342249155044556,2.2331457138061523,0.1024174690246582,0.0,0.573635,0.0,-0.00267366995104,2900.0,1359.2750692367554,1098.7156138,0.07548356056213379
591.5,0.0,5.41962,0.13034471029,2.731450080871582,667.0,200,2.3411293029785156,0.00267037469894,200,1.69003,1.69172,0.0063872677274,-1.86264514923e-09,12.868354797363281,0.11827659606933594,3000.0,5.42878,0.563563,0.044909576218,1037.29347342,3.9349842071533203,2.791844606399536,0.09930992126464844,0.0,0.564073,0.0,-0.00267037656158,2800.0,1372.4746356010437,1156.59457028,0.08121252059936523
572.0,0.0,5.19569,0.0935210653258,2.205758571624756,672.0,200,2.384354591369629,0.00373073527589,200,1.64783,1.65751,0.00888167135417,4.65661287308e-09,12.089527606964111,0.0938572883605957,2900.0,5.24622,0.552011,0.0592184612511,1016.1279447,4.229364633560181,2.1878936290740967,0.0962364673614502,0.0,0.554637,0.0,-0.00373073061928,2800.0,1384.9456481933594,1165.25362046,0.08410239219665527
586.0,0.0,5.13852,0.108172737854,2.3033010959625244,646.0,200,2.1920411586761475,0.00400671176612,200,1.63676,1.64155,0.00635007629171,0.0,11.566650152206421,0.09939932823181152,2900.0,5.16319,0.548751,0.0526291013125,1034.94154424,3.701453685760498,2.310929536819458,0.09038829803466797,0.0,0.550108,0.0,-0.00400671176612,2800.0,1396.9597980976105,1121.28676082,0.07977414131164551
596.0,0.0,5.10718,0.101618210866,2.2287724018096924,662.0,200,2.2688279151916504,0.00344609422609,200,1.63065,1.6418,0.00738207809627,3.72529029846e-09,11.875024557113647,0.0948946475982666,2800.0,5.16446,0.547086,0.047261800155,1041.72165188,4.1268439292907715,2.2312803268432617,0.09380197525024414,0.0,0.550161,0.0,-0.0034460905008,2800.0,1409.198795080185,1148.15329987,0.07966852188110352
601.0,0.0,4.95968,0.0902204728595,2.2594072818756104,654.0,200,2.2939908504486084,0.0052758557722,200,1.60134,1.61888,0.00727689405903,9.31322574615e-10,11.828389644622803,0.09771060943603516,2900.0,5.04745,0.539382,0.0605188697997,1053.04273418,3.8358733654022217,2.274841785430908,0.09467530250549316,0.0,0.544152,0.0,-0.00527585484087,2900.0,1421.43217420578,1135.86266776,0.07535958290100098
625.0,0.0,5.03398,0.0869155752913,2.575408458709717,640.0,200,2.5325276851654053,0.00263335136697,200,1.61621,1.61828,0.00977781042457,2.09547579288e-09,13.546628475189209,0.12146830558776855,2800.0,5.04442,0.54371,0.0626341230086,1087.09475208,4.677005767822266,2.6545193195343018,0.10532617568969727,0.0,0.544199,0.0,-0.00263334927149,2800.0,1435.805613040924,1120.75867161,0.08941316604614258
625.0,0.0,5.04529,0.110102027299,2.366546154022217,665.0,200,2.2419021129608154,0.0028203218244,200,1.61845,1.62492,0.00730743957683,-4.19095158577e-09,11.883574485778809,0.1012725830078125,2900.0,5.07802,0.544425,0.0624067612745,1089.98853205,3.867870807647705,2.4098057746887207,0.09373974800109863,0.0,0.546194,0.0,-0.00282032601535,2900.0,1448.1392183303833,1153.76557411,0.07945442199707031
577.0,0.0,4.82948,0.101156193351,2.2520201206207275,640.0,200,2.414987087249756,0.00447078607976,200,1.57474,1.5753,0.00703378207982,1.86264514923e-09,12.2317054271698,0.09584903717041016,2900.0,4.83221,0.532846,0.0525379550643,1018.2686286,4.2989678382873535,2.2301626205444336,0.0986320972442627,0.0,0.533071,0.0,-0.00447078421712,2800.0,1460.7104229927063,1112.65448366,0.07640194892883301
614.5,0.0,4.77206,0.0975111021505,2.4487252235412598,663.0,200,2.2678496837615967,0.00406893435866,200,1.56278,1.56841,0.00701182149351,-9.31322574615e-10,12.100590944290161,0.10764145851135254,2800.0,4.79902,0.529615,0.0521277006743,1069.69142747,3.8263235092163086,2.5183403491973877,0.09066605567932129,0.0,0.53109,0.0,-0.00406893528998,2800.0,1473.1209635734558,1150.05695511,0.11325430870056152
620.0,0.0,4.69905,0.103851267222,2.251032590866089,652.5,200,2.304893732070923,0.00532915443182,200,1.54736,1.55778,0.00834496133029,9.31322574615e-10,11.792256116867065,0.09520339965820312,2900.0,4.74829,0.525301,0.0453049971809,1081.20303366,3.9713046550750732,2.2177481651306152,0.09381341934204102,0.0,0.528066,1.49011611938e-08,-0.0053291535005,2900.0,1485.2863223552704,1132.78142199,0.09928321838378906
609.0,0.0,4.73197,0.0978968210209,2.2602217197418213,673.5,200,2.984428644180298,0.00282172043808,200,1.55434,1.56634,0.00711029209197,3.25962901115e-09,13.593111276626587,0.09806418418884277,2900.0,4.78907,0.527283,0.0610966730098,1065.23189964,4.975999593734741,2.267847776412964,0.12284469604492188,0.0,0.53056,0.0,-0.00282171717845,2800.0,1499.218250989914,1168.01016691,0.08115506172180176
616.0,0.0,4.68537,0.0707041188283,3.6651034355163574,622.5,200,3.786271333694458,0.0062646525912,200,1.54444,1.54865,0.0098993126303,-9.31322574615e-10,19.146937370300293,0.156538724899292,2900.0,4.70513,0.525526,0.0635248410724,1073.47286878,6.778155326843262,3.684978723526001,0.15859413146972656,0.0,0.526699,0.0,-0.00626465352252,2800.0,1518.748731136322,1088.55121607,0.07103371620178223
593.5,0.0,4.79879,0.0855201060309,3.297524929046631,659.5,200,3.46492600440979,0.00449584797025,200,1.56836,1.56149,0.0050292070955,-3.72529029846e-09,17.047212839126587,0.14020180702209473,2900.0,4.76591,0.531628,0.0530002926506,1037.3561346,5.782983303070068,3.3000290393829346,0.13812947273254395,0.0,0.529864,1.49011611938e-08,-0.00449585169554,2800.0,1536.1505250930786,1144.11963972,0.08193325996398926
