1MaxReturn,0Perplexity,1StdReturn,LossBefore,1ProcessExecTime,1ExplainedVariance,0AverageReturn,1MinReturn,1PolicyExecTime,0EnvExecTime,1EnvExecTime,0MinReturn,MeanKLBefore,MeanKL,0ExplainedVariance,1AverageReturn,dLoss,1Perplexity,0AveragePolicyStd,0MaxReturn,LossAfter,ComputeUpdatedDistTime,Time,0StdReturn,0PolicyExecTime,ItrTime,0Entropy,1Entropy,0NumTrajs,0ProcessExecTime,1NumTrajs,1AveragePolicyStd
5000.0,17.0794,321.399673304,-8.73114913702e-11,5.88994574546814,0.0469103433046,21.85,0.0,236.64154505729675,150.64141702651978,146.6514494419098,0.0,-6.11182715549e-10,0.00814410485327,0.0267460526224,36.5,0.00211122576729,17.1064,1.0,4700.0,-0.00211122585461,0.9612698554992676,715.571191072464,250.973260528,145.07725429534912,715.5711944103241,2.83788,2.83945,2000,6.277774095535278,2000,1.00079
16300.0,17.0508,1187.74070297,-4.36557456851e-11,6.545822858810425,0.127809271765,113.85,0.0,297.44055676460266,156.93200302124023,160.09658670425415,0.0,-3.49245965481e-09,0.00679797260091,0.0795187375368,190.15,0.00129566605028,17.0551,0.999161,13500.0,-0.00129566609394,0.2684798240661621,1562.9224219322205,886.083053387,192.02859497070312,842.9265670776367,2.8362,2.83645,2000,6.5600504875183105,2000,0.999289
16700.0,16.7373,1387.7856859,-6.03904481977e-10,6.784986257553101,0.110997043551,176.7,0.0,295.9837486743927,159.28929901123047,161.12930130958557,0.0,-3.14321035866e-09,0.00750943506137,0.084278001968,253.3,0.00157819744345,16.7808,0.989934,17800.0,-0.00157819804735,0.26769256591796875,2431.6744661331177,1252.83562769,210.52627158164978,864.0987710952759,2.81764,2.82023,2000,6.7786219120025635,2000,0.991219
20100.0,16.8226,2786.36670909,1.2805685401e-09,6.491263389587402,0.165760345168,584.6,0.0,316.0902290344238,158.15627074241638,163.53192853927612,0.0,1.28056631965e-09,0.00664016930386,0.114723694394,786.75,0.00160521862563,16.8269,0.992452,19500.0,-0.00160521734506,0.2530789375305176,3322.5674047470093,2361.48106916,211.2065041065216,886.0403695106506,2.82272,2.82298,2000,6.615875720977783,2000,0.992578
21700.0,16.662,4736.88920047,1.0768417269e-09,6.440607070922852,0.194033008394,1226.1,0.0,307.059743642807,160.33169889450073,162.568829536438,0.0,-1.16417250839e-10,0.00803406722844,0.119720054777,1854.55,0.0016475423763,16.6515,0.987708,20000.0,-0.00164754129946,0.2572352886199951,4216.310760498047,3705.12871436,222.90238666534424,889.349903345108,2.81313,2.8125,2000,6.50610089302063,2000,0.987397
22100.0,16.1934,6505.39425323,1.01863406599e-10,6.374727010726929,0.135428038267,2328.85,0.0,304.5151193141937,161.0419361591339,162.677485704422,0.0,-9.31319465991e-10,0.0098472898826,0.0927123291628,3191.9,0.00163273791259,16.1413,0.973724,21900.0,-0.00163273781072,0.2558743953704834,5108.0160920619965,5518.71929686,222.55054640769958,887.2132663726807,2.78461,2.78138,2000,6.480732440948486,2000,0.972151
22800.0,16.0843,7800.46005679,-3.41970007867e-10,6.353461265563965,0.101033858389,3572.95,0.0,305.41894149780273,162.1361780166626,163.42487406730652,0.0,2.32830332791e-09,0.0099117718637,0.0723543110587,4456.55,0.000794828993094,16.0335,0.970461,22100.0,-0.000794829335064,0.24979901313781738,6003.4904108047485,6974.53462946,222.95354080200195,890.7693755626678,2.77785,2.77468,2000,6.529907464981079,2000,0.968925
22500.0,16.0169,7664.04004687,-2.44472175837e-09,6.388617515563965,0.0920967544016,2952.0,0.0,304.53388810157776,161.98885464668274,163.70720267295837,0.0,-1.86264115243e-09,0.00909823179245,0.0537702693487,4400.4,0.00221298274118,15.9834,0.968421,21600.0,-0.00221298518591,0.25325560569763184,6898.2152235507965,5828.97984213,222.95831823349,889.6333734989166,2.77365,2.77155,2000,6.572371006011963,2000,0.967406
23000.0,15.8652,8525.14265218,-3.20142135024e-10,6.438644170761108,0.127446230306,2972.1,0.0,304.88327836990356,162.22044825553894,163.95790433883667,0.0,1.28369537222e-15,0.006632049568,0.0489173870004,5182.6,0.00123003908084,15.8293,0.963822,22600.0,-0.00123003940098,0.24986791610717773,7793.585379600525,5787.32680864,222.80996108055115,890.6481473445892,2.76413,2.76186,2000,6.546417236328125,2000,0.96273
23100.0,15.9072,8827.17210082,-3.20142135024e-10,6.405346632003784,0.125976617521,3472.75,0.0,304.63685750961304,162.776957988739,164.61833786964417,0.0,1.3969931878e-09,0.00660958793014,0.054898234356,5725.45,0.00201184829348,15.8446,0.965088,23000.0,-0.00201184861362,0.2533857822418213,8691.8365483284,6547.61960085,224.44539189338684,893.2280189990997,2.76677,2.76283,2000,6.566762685775757,2000,0.963185
23300.0,15.6681,9313.13980943,-1.09866959974e-09,6.346625566482544,0.134011448567,3318.05,0.0,304.7384467124939,163.23851037025452,164.16881036758423,0.0,-3.16649959586e-08,0.00656666094437,0.0482245447608,6438.3,0.00169115007884,15.6215,0.957838,22300.0,-0.00169115117751,0.2518336772918701,9589.822261810303,6311.03313234,224.5808141231537,893.289647102356,2.75163,2.74865,2000,6.488804817199707,2000,0.956411
23600.0,15.28,9611.47407217,1.13504938781e-09,6.394386291503906,0.13170989167,3683.05,0.0,304.8760070800781,161.96630668640137,164.43318796157837,0.0,-9.31320076614e-10,0.00803995784372,0.0448721717385,7179.6,0.0016924382362,15.2452,0.945954,23000.0,-0.00169243710116,0.2434685230255127,10488.004697322845,6715.7000899,224.92927289009094,892.7894144058228,2.72655,2.72426,2000,6.46403431892395,2000,0.944866
23500.0,14.826,9706.43512818,-2.54658516496e-10,6.410587549209595,0.179506046184,3583.55,0.0,303.64914560317993,162.26982188224792,164.4267988204956,0.0,-1.86264226265e-09,0.00799774006009,0.0464321748241,7801.45,0.00193618515186,14.7631,0.931725,22900.0,-0.00193618540652,0.24127435684204102,11385.348358631134,6590.84398218,225.65975427627563,892.6580257415771,2.69638,2.69213,2000,6.532780170440674,2000,0.929745
23700.0,14.6099,9942.70850611,2.24099494517e-09,6.39120626449585,0.184892266288,3341.35,0.0,304.7907974720001,163.56764483451843,164.0129256248474,0.0,-1.86264226265e-09,0.00605452712625,0.0386033183334,8112.75,0.00154403297347,14.594,0.924912,23000.0,-0.00154403073248,0.2449052333831787,12284.541747808456,6378.68208782,225.629807472229,894.6099722385406,2.6817,2.68061,2000,6.5035881996154785,2000,0.924408
23900.0,14.4261,10179.3798927,-7.27595761418e-11,6.378568649291992,0.165598742581,3955.1,0.0,303.74496817588806,162.49891996383667,165.04593205451965,0.0,0.0,0.00730035640299,0.0376148861507,8555.0,0.00152993218217,14.398,0.919046,23200.0,-0.00152993225493,0.2644920349121094,13183.39586186409,7264.95932473,226.09143543243408,893.9658002853394,2.66904,2.66709,2000,6.5272376537323,2000,0.918152
23900.0,14.0577,10297.2292185,5.3842086345e-10,6.39087176322937,0.17130280617,4034.4,0.0,303.4765615463257,162.19013452529907,164.86770009994507,0.0,-1.49011309958e-08,0.00635596830398,0.0395022231618,9149.35,0.00140795770858,14.0267,0.907235,23800.0,-0.00140795717016,0.23641371726989746,14081.012363433838,7195.59008282,225.7791666984558,892.8184094429016,2.64317,2.64096,2000,6.5072314739227295,2000,0.906238
24000.0,13.6018,10433.4533917,3.96539689973e-10,6.416912078857422,0.128531215442,4529.75,0.0,304.26224660873413,164.0822172164917,164.8436074256897,0.0,1.86264281776e-09,0.0065588504076,0.038745813789,8943.65,0.00171578063237,13.5808,0.892426,23600.0,-0.00171578023583,0.25118374824523926,14980.946363210678,8041.93695185,225.44062519073486,895.2693552970886,2.6102,2.60866,2000,6.534065008163452,2000,0.891746
24000.0,13.2137,10565.9271234,6.50288711768e-10,6.439429759979248,0.126914148473,4912.3,0.0,303.64580035209656,162.3953456878662,165.4270098209381,0.0,1.86264281776e-09,0.00712321745232,0.0423227716162,9369.85,0.00146099675749,13.1972,0.879647,23600.0,-0.0014609961072,0.2412109375,15877.630767822266,8329.25559159,223.86580300331116,891.8179891109467,2.58125,2.58001,2000,6.553874254226685,2000,0.879102
24100.0,12.9397,10568.8071683,-6.36646291241e-10,6.4030468463897705,0.127143351158,4830.4,0.0,303.6275999546051,163.3420066833496,164.9660394191742,0.0,1.49011381012e-08,0.00736165000126,0.0391173383871,9474.8,0.0017401662808,12.9027,0.870451,23900.0,-0.00174016691744,0.23971056938171387,16775.89686870575,8395.961877,224.90575790405273,893.4662308692932,2.5603,2.55743,2000,6.548176288604736,2000,0.869217
24000.0,12.623,10661.3425754,8.8766682893e-10,6.3940513134002686,0.124145717072,4862.65,0.0,303.71627020835876,162.80138540267944,165.51738047599792,0.0,-3.72528430326e-09,0.00932399742305,0.0375919860804,9514.3,0.0018497203273,12.607,0.859703,24100.0,-0.00184971943963,0.24923133850097656,17675.950204133987,8466.36403526,226.1831591129303,895.0093879699707,2.53552,2.53425,2000,6.602585554122925,2000,0.85916
24100.0,12.3434,10710.570468,-1.30967237055e-09,6.344345569610596,0.136763111803,4615.45,0.0,302.53791904449463,162.77985858917236,164.84695172309875,0.0,0.0,0.00986522436142,0.0385164188804,10010.5,0.00170087171136,12.3066,0.850136,24100.0,-0.00170087302104,0.2572636604309082,18571.600600242615,8177.07749123,224.2836034297943,890.7414820194244,2.51312,2.51013,2000,6.544296741485596,2000,0.848871
24100.0,11.7536,10815.7219782,-7.27595761418e-11,6.358227968215942,0.131769553428,4823.15,0.0,302.42963099479675,164.0079050064087,165.58481812477112,0.0,-1.8626479914e-08,0.00998543016613,0.0381754182042,10594.7,0.00193197598855,11.7462,0.829642,23900.0,-0.00193197606131,0.24037408828735352,19470.583869457245,8422.05076436,225.7424840927124,894.2099323272705,2.46416,2.46353,2000,6.535632848739624,2000,0.829383
24200.0,11.3778,10847.4471794,1.05865183286e-09,6.3359010219573975,0.124239005528,4821.55,0.0,302.23728799819946,162.95802235603333,165.0872778892517,0.0,3.72528541348e-09,0.00681265629828,0.0358957085115,10181.3,0.0016613098669,11.359,0.81643,24000.0,-0.00166130880825,0.25999975204467773,20366.501460313797,8685.70380554,224.4492998123169,891.272622346878,2.43167,2.43001,2000,6.5519020557403564,2000,0.815758
24100.0,11.1828,10912.5276805,-1.45519152284e-10,6.402374267578125,0.141414427873,5426.65,0.0,303.23931646347046,162.95172214508057,165.890202999115,0.0,0.0,0.00658321194351,0.0393785073441,10697.85,0.00133796021692,11.1735,0.809341,24100.0,-0.00133796036243,0.2466719150543213,21263.034460544586,9261.40511896,223.13068866729736,891.8259828090668,2.41438,2.41354,2000,6.531365156173706,2000,0.809013
24100.0,11.1237,10958.4659363,-5.23868948221e-10,6.405664682388306,0.133273560598,5479.1,0.0,302.86710262298584,164.02155780792236,165.45817971229553,0.0,0.0,0.00706398719922,0.0402118525741,10838.85,0.00146902509732,11.114,0.807305,24100.0,-0.00146902562119,0.2539081573486328,22160.323972940445,9259.42402042,223.589457988739,892.627932548523,2.40908,2.4082,2000,6.569875717163086,2000,0.806975
24200.0,10.9932,11010.3512042,-1.30967237055e-10,6.3545331954956055,0.127017171927,5395.15,0.0,303.11446261405945,162.73820424079895,165.7617220878601,0.0,-1.86264728086e-08,0.00718378508464,0.0393752500704,10919.4,0.00118568293692,10.9889,0.802864,24100.0,-0.00118568306789,0.2541205883026123,23056.181587934494,9272.99366319,222.93613266944885,891.2170479297638,2.39728,2.39689,2000,6.580363750457764,2000,0.802723
24300.0,10.8266,11046.5048658,7.85803422332e-10,6.398366212844849,0.144939419013,5142.4,0.0,302.9124376773834,163.6814727783203,165.58024978637695,0.0,-3.72528385917e-09,0.00660977419466,0.0371586694633,10905.5,0.00117247711751,10.8092,0.797144,24100.0,-0.0011724763317,0.2444605827331543,23951.863288879395,9270.97364035,222.2735424041748,891.0631577968597,2.382,2.3804,2000,6.562227010726929,2000,0.796486
24100.0,10.4511,11047.3588047,7.27595761418e-11,6.388242483139038,0.141821856835,4868.25,0.0,303.2077913284302,163.02109837532043,166.04893016815186,0.0,3.7252845253e-09,0.00840916018933,0.0363844985161,10918.8,0.00138898922887,10.464,0.783289,24000.0,-0.00138898915611,0.23888134956359863,24849.155844688416,8775.48841589,223.7477777004242,892.4144287109375,2.3467,2.34794,2000,6.579765319824219,2000,0.783841
24200.0,10.3793,11056.2580323,4.94765117764e-10,6.350468397140503,0.129504183103,5060.8,0.0,302.87201952934265,164.0361921787262,165.32756972312927,0.0,1.11758611254e-08,0.00650729425251,0.0382504321795,10958.85,0.00108648408786,10.375,0.780823,24100.0,-0.0010864835931,0.23944854736328125,25745.816425800323,8988.52954381,223.32165932655334,892.3269498348236,2.33981,2.3394,2000,6.526720285415649,2000,0.780709
24200.0,10.377,11081.3051357,1.45519152284e-10,6.339281320571899,0.13240797008,5348.95,0.0,302.1522762775421,164.37885546684265,165.42662715911865,0.0,0.0,0.00959090143442,0.0397189401074,11009.3,0.00138304536813,10.3672,0.780975,24000.0,-0.00138304522261,0.2535054683685303,26642.21120619774,9228.79888704,223.07276344299316,891.4140095710754,2.33959,2.33864,2000,6.485881090164185,2000,0.780568
24200.0,10.1373,11098.8256558,1.16415321827e-10,6.422086715698242,0.129210051606,5143.35,0.0,298.708945274353,162.94654488563538,166.653169631958,0.0,0.0,0.00695584947243,0.0378859042682,10996.25,0.00128214352299,10.1186,0.772927,24100.0,-0.00128214340657,0.38785696029663086,27540.65601873398,9107.30507766,228.55785274505615,893.7545042037964,2.31622,2.31438,2000,6.53603196144104,2000,0.772265
24200.0,10.0571,11108.5025994,0.0,6.386403560638428,0.151442580101,5471.85,0.0,295.45540714263916,164.260999917984,165.72032976150513,0.0,3.7252845253e-09,0.0099387774244,0.0387698710236,11030.0,0.0013550252188,10.0353,0.769835,24300.0,-0.0013550252188,0.26160478591918945,28439.881825447083,9447.99886629,232.37014961242676,894.3382272720337,2.30827,2.30611,2000,6.5345869064331055,2000,0.769062
24200.0,9.84903,11096.323164,-1.18598109111e-09,6.380964040756226,0.129300073006,5357.7,0.0,296.0821988582611,163.1516740322113,166.4144468307495,0.0,0.0,0.00864957738668,0.0398042089325,11033.2,0.00163216863439,9.83275,0.761498,24000.0,-0.00163216982037,0.25057101249694824,29339.066942691803,9308.39839661,232.12144327163696,894.2462937831879,2.28737,2.28572,2000,6.520496845245361,2000,0.760878
24200.0,9.57257,11118.6511659,-2.32830643654e-10,6.375925779342651,0.128588829284,5339.75,0.0,288.5464427471161,163.44859170913696,165.51642489433289,0.0,2.60770249838e-08,0.00964476633817,0.0382615566605,11057.5,0.00132996425964,9.55707,0.751915,24200.0,-0.00132996449247,0.3946826457977295,30238.81305527687,9335.81463706,240.5788712501526,894.7232656478882,2.2589,2.25728,2000,6.552245140075684,2000,0.751303
24200.0,9.25749,11129.122075,-5.82076609135e-10,6.372593641281128,0.123578393261,5245.45,0.0,288.02262568473816,164.52011680603027,166.34991145133972,0.0,-3.72528563553e-09,0.00746413925663,0.0375174102461,11042.8,0.000943173072301,9.26,0.741905,24200.0,-0.000943173654377,0.271930456161499,31140.786767482758,9334.98469723,241.39688396453857,897.0205471515656,2.22543,2.2257,2000,6.585882186889648,2000,0.742038
24200.0,8.711,11107.158479,0.0,6.3188722133636475,0.125220221702,5513.15,0.0,287.856730222702,164.7897276878357,165.9050054550171,0.0,0.0,0.00757014425471,0.0397608568281,11035.15,0.0014665927738,8.70923,0.719307,24000.0,-0.0014665927738,0.24236774444580078,32042.03348660469,9583.88606347,241.18172478675842,896.4358859062195,2.16459,2.16438,2000,6.521902084350586,2000,0.719282
24200.0,8.35884,11121.4434095,-3.63797880709e-11,6.411225318908691,0.143146823545,5425.85,0.0,288.66252541542053,162.87001609802246,166.93370079994202,0.0,7.45056993878e-09,0.00939327292144,0.0369623905317,11059.3,0.0011117376489,8.36821,0.704819,24200.0,-0.00111173768528,0.258575439453125,32942.122390031815,9585.1325905,240.1479194164276,895.3726253509521,2.12332,2.12444,2000,6.554800510406494,2000,0.705197
24200.0,8.09723,11137.1123924,-3.78349795938e-10,6.386981010437012,0.126821996682,5459.25,0.0,288.3052451610565,164.96640515327454,165.75728344917297,0.0,-1.86264159652e-08,0.00958019774407,0.0391686432686,11076.6,0.00117237036466,8.08355,0.695794,24200.0,-0.00117237074301,0.2718329429626465,33842.56932735443,9500.24601984,240.43298053741455,895.7913234233856,2.09152,2.08983,2000,6.491587162017822,2000,0.695199
24300.0,8.1334,11147.0349223,-3.81987774745e-10,6.380183458328247,0.131567456834,5568.35,0.0,289.14634251594543,163.99444723129272,167.10990715026855,0.0,-7.45057127105e-09,0.00668899295852,0.0410672632491,11083.8,0.000983659028861,8.14767,0.699493,24200.0,-0.000983659410849,0.26109933853149414,34744.86250829697,9601.88748515,240.54136157035828,897.5428066253662,2.09598,2.09773,2000,6.540239572525024,2000,0.700125
24200.0,7.95207,11145.8630891,-5.5933924159e-10,6.3354651927948,0.140432016636,5373.6,0.0,288.33639454841614,163.75179886817932,165.46596670150757,0.0,0.0,0.00691974861547,0.0375548070741,11086.0,0.000919718085242,7.96959,0.690943,24100.0,-0.000919718644582,0.2879197597503662,35646.692475795746,9459.30827492,242.60495328903198,896.8946690559387,2.07343,2.07563,2000,6.501890182495117,2000,0.691656
24200.0,7.86296,11146.2973673,4.65661287308e-10,6.38896918296814,0.150634459733,5701.8,0.0,288.3402695655823,164.9661660194397,165.75921630859375,0.0,0.0,0.00898430030793,0.0393528399735,11085.0,0.000749195402022,7.85987,0.686979,24100.0,-0.000749194936361,0.2502291202545166,36551.717437028885,9754.65872084,244.2290620803833,900.1612327098846,2.06216,2.06177,2000,6.550238847732544,2000,0.686761
24200.0,7.57757,11151.7433694,-5.42058842257e-10,6.4093170166015625,0.141348834913,5480.7,0.0,290.356808423996,163.0213406085968,167.14217400550842,0.0,0.0,0.00869196094573,0.0380149262791,11091.35,0.00108978342541,7.58842,0.675585,24100.0,-0.00108978396747,0.2581634521484375,37455.90401363373,9564.12188912,242.26654887199402,899.5080478191376,2.02519,2.02662,2000,6.5497801303863525,2000,0.675977
24200.0,7.68849,11153.1696785,3.34694050252e-10,6.13536810874939,0.134376649826,5306.4,0.0,258.74142813682556,165.14316725730896,159.527601480484,0.0,-1.49011389894e-08,0.00680163735524,0.0378953638892,11092.85,0.000798192617367,7.69127,0.679331,24200.0,-0.000798192282673,0.25217485427856445,38319.92150425911,9461.89880732,239.51802349090576,859.1636693477631,2.03972,2.04009,2000,6.527960777282715,2000,0.679502
24300.0,7.73222,11148.2437988,1.01863406599e-10,6.185247182846069,0.128361187851,5432.2,0.0,260.03579664230347,158.20602464675903,160.50262641906738,0.0,3.72528541348e-09,0.00646074069664,0.0393721007188,11087.95,0.000701450611814,7.73068,0.680082,24200.0,-0.000701450509951,0.27489686012268066,39154.66187620163,9414.95476144,215.49862623214722,830.3819310665131,2.0454,2.0452,2000,6.29848313331604,2000,0.680022
24200.0,7.41022,11157.9349416,8.0035533756e-10,6.154693603515625,0.128787539023,5451.05,0.0,259.25385427474976,157.8785150051117,159.98793530464172,0.0,0.0,0.0092492736876,0.0397766567414,11097.2,0.00103546828905,7.40367,0.666097,24300.0,-0.00103546748869,0.26390600204467773,39986.59983634949,9435.39659461,212.74928879737854,827.3990461826324,2.00286,2.00198,2000,6.298311710357666,2000,0.665825
24100.0,7.39048,11145.1393036,4.65661287308e-10,6.160439968109131,0.140100987828,5181.15,0.0,259.11241579055786,159.17272281646729,159.83407306671143,0.0,1.49011425421e-08,0.00844996888191,0.0375752004963,11073.45,0.00129926460795,7.384,0.66453,24000.0,-0.00129926414229,0.27563977241516113,40824.77945280075,9194.77676061,212.3743543624878,833.9605572223663,2.00019,1.99932,2000,6.355032444000244,2000,0.664234
