0NumTrajs,1ExplainedVariance,1PolicyExecTime,dLoss,1Perplexity,0AveragePolicyStd,0EnvExecTime,0Entropy,0MaxReturn,1AverageReturn,1NumTrajs,1MaxReturn,1Entropy,0ExplainedVariance,MeanKL,LossAfter,1StdReturn,ItrTime,0StdReturn,0MinReturn,Time,LossBefore,MeanKLBefore,1MinReturn,0Perplexity,0PolicyExecTime,ComputeUpdatedDistTime,1AveragePolicyStd,0ProcessExecTime,1ProcessExecTime,0AverageReturn,1EnvExecTime
400,0.0823434115697,65.10910606384277,0.00260720895603,17.1248,1.0,36.690589904785156,2.83788,7600.0,100.5,400,8100.0,2.84053,0.118169902719,0.00776440789923,-0.0026072091423,547.265703292,196.91995930671692,795.485857825,0.0,196.9199559688568,-1.86264517699e-10,-3.90718679633e-10,0.0,17.0795,11.765049457550049,4.773801326751709,1.00134,1.5864474773406982,2.216278076171875,148.5,63.93975853919983
400,0.208014502724,63.99929404258728,0.00180323320528,17.1218,1.00045,37.48783826828003,2.83877,4900.0,279.5,400,5900.0,2.84035,0.177686860738,0.00908492319286,-0.00180323282257,796.259850802,186.53672122955322,663.419927346,0.0,384.5215229988098,3.82715387159e-10,-6.12344175366e-09,0.0,17.0947,11.426477670669556,0.39837121963500977,1.00126,1.3944191932678223,2.1451492309570312,232.0,62.84847950935364
400,0.181434891567,62.5537223815918,0.00355027086116,16.9848,0.99713,41.827061891555786,2.832,7100.0,596.25,400,10500.0,2.83232,0.187403876464,0.00685308035463,-0.00355027103797,1175.65340875,188.47344827651978,1232.70829883,0.0,573.003288269043,-1.76805764474e-10,-5.2852549004e-09,0.0,16.9794,12.415487051010132,0.32163524627685547,0.997314,1.526479959487915,2.1580018997192383,655.5,60.58939480781555
400,0.220259122911,62.01448130607605,0.00267131066939,16.9604,0.997789,38.649749755859375,2.83318,14000.0,1860.5,400,12100.0,2.83088,0.166589534178,0.00598835479468,-0.00267131091096,2227.72075225,182.4969778060913,2067.02630607,0.0,756.4572970867157,-2.41561798342e-10,4.28407842534e-09,0.0,16.9994,11.631491899490356,0.3268859386444092,0.996668,1.5011205673217773,2.122400999069214,1448.5,59.36859583854675
400,0.132640229646,59.51675462722778,0.00271514927299,16.6541,0.986631,41.04626274108887,2.81071,9500.0,3096.0,400,12600.0,2.81266,0.0657291076124,0.00861734617501,-0.00271514896303,2571.34867336,180.82036447525024,1778.17258724,0.0,937.286440372467,3.09955755506e-10,-9.42961930761e-10,0.0,16.6218,12.231701374053955,0.3754560947418213,0.98759,1.471428632736206,1.8714518547058105,1648.5,57.5577232837677
400,0.171915839519,64.14929151535034,0.00261660888791,16.4536,0.980479,32.70424485206604,2.79824,23200.0,4331.5,400,21800.0,2.80054,0.0550833145616,0.00665764324367,-0.00261660851538,4306.15928061,181.9803454875946,3968.20737235,0.0,1120.1773946285248,3.72529063153e-10,-9.31321686437e-10,0.0,16.4157,10.35877776145935,0.667609453201294,0.981625,1.137619972229004,2.1349942684173584,2519.5,64.04236054420471
400,0.204557011268,63.40120887756348,0.00392791970953,16.4035,0.978184,42.56378102302551,2.79356,22100.0,7189.0,400,25000.0,2.79749,0.068876626917,0.0096995793283,-0.00392791908234,4862.86222301,191.67149662971497,4847.48722923,0.0,1311.8609549999237,6.27187524138e-10,1.3969797541e-10,0.0,16.3391,12.666812181472778,0.3510255813598633,0.980121,1.4196581840515137,1.9723429679870605,4127.25,62.532445669174194
400,0.0586996876035,63.84438180923462,0.00241970769712,16.0465,0.968366,38.36749815940857,2.77347,21700.0,3744.75,400,24400.0,2.77549,0.0488976222371,0.00619062082842,-0.00241970876232,4777.89937499,187.67992615699768,3822.92524613,0.0,1500.3622357845306,-1.06520015031e-09,-4.09781053534e-09,0.0,16.0142,11.800164461135864,0.3485538959503174,0.969356,1.3934338092803955,2.0521347522735596,2314.75,63.12271738052368
400,0.115136909122,58.95106792449951,0.00413570284145,16.2118,0.974267,35.340129375457764,2.78557,28800.0,7020.25,400,36300.0,2.78574,0.0309122844571,0.00756210181862,-0.00413570273668,7780.30943713,171.13787174224854,4154.72851099,0.0,1671.5089876651764,1.04773786869e-10,-8.75443184611e-09,0.0,16.209,11.102647542953491,0.36446428298950195,0.974354,1.3009212017059326,1.8555219173431396,2541.0,55.532569885253906
400,0.130020147027,62.90411686897278,0.00173290950042,16.2676,0.97474,41.1519615650177,2.78658,23500.0,8778.5,400,41000.0,2.78917,0.0556125383682,0.0068383696489,-0.00173290935345,8834.45175152,188.87517261505127,4715.52836382,0.0,1861.1547689437866,1.46974321602e-10,5.42495692812e-09,0.0,16.2254,11.81172800064087,0.34424495697021484,0.976061,1.3900902271270752,1.9848628044128418,4068.5,62.58764457702637
400,0.0704255908177,53.76416516304016,0.00187671247695,16.0723,0.969674,38.64334583282471,2.77609,34100.0,5921.5,400,35900.0,2.7771,0.0379434192813,0.00854927673936,-0.00187671242747,7156.03505791,163.45435428619385,7601.59140822,0.0,2024.6135458946228,4.94764784698e-11,2.39814790248e-09,0.0,16.0562,11.276063680648804,0.3340926170349121,0.970209,1.3915574550628662,1.6059160232543945,5005.75,49.529160261154175
400,0.170956041753,56.670273303985596,0.00416264552332,16.3209,0.975213,46.8135826587677,2.78717,15900.0,4293.75,400,24200.0,2.79245,0.0365425693774,0.00754408771172,-0.00416264496744,5782.59768076,179.18827891349792,2148.56440443,0.0,2204.5583086013794,5.55883172826e-10,5.49480372314e-09,0.0,16.2351,13.848551988601685,0.3277428150177002,0.977806,1.5430924892425537,1.700730323791504,1111.0,51.58179759979248
400,0.0987617998234,53.54189610481262,0.00382762511872,16.2908,0.975545,47.73328137397766,2.78783,33000.0,6479.0,400,27200.0,2.7906,0.0349682717258,0.0085286134854,-0.00382762448862,5917.12421705,175.9876470565796,5842.69028359,0.0,2380.556109189987,6.30097973797e-10,-3.13739034752e-09,0.0,16.2457,12.794918298721313,0.3592839241027832,0.9769,1.6452915668487549,1.705489158630371,3829.5,51.37030649185181
400,0.127533439003,53.42367434501648,0.00295801945904,16.1843,0.972977,47.12263107299805,2.78248,29500.0,9189.25,400,40000.0,2.78404,0.0380230139858,0.00662437081337,-0.00295801926404,9524.54247917,172.35772562026978,5362.39959696,0.0,2554.0433661937714,1.94995658509e-10,1.73342513676e-08,0.0,16.159,12.82908034324646,0.3574669361114502,0.973805,1.5447046756744385,1.5968313217163086,4030.75,48.50741100311279
400,0.106832937634,52.76740884780884,0.00366973170312,16.166,0.971349,47.38584566116333,2.77917,27900.0,8802.0,400,35000.0,2.78291,0.0330568433968,0.00905121956021,-0.00366973225027,8409.89274605,170.9330985546112,6464.00212233,0.0,2724.981569290161,-5.47151990382e-10,-7.79981024213e-10,0.0,16.1056,12.90381383895874,0.32452940940856934,0.973204,1.6216366291046143,1.5861318111419678,4638.75,47.44072222709656
400,0.0934348158023,52.846715450286865,0.00426502272894,15.6864,0.957646,49.12412905693054,2.75064,25100.0,4354.5,400,21400.0,2.7528,0.0359232527582,0.00773215806112,-0.00426502339542,5131.08465629,173.62374114990234,6093.30562482,0.0,2899.4281520843506,-6.66477706357e-10,-3.11992520707e-09,0.0,15.6527,13.445946455001831,0.319411039352417,0.958673,1.5790798664093018,1.577498197555542,4061.25,47.839667081832886
400,0.104168769853,52.0411741733551,0.00428033814533,15.6894,0.958005,46.57028889656067,2.75138,30000.0,9282.0,400,42200.0,2.75299,0.0384260588869,0.00663231965154,-0.00428033806384,10636.5984224,169.08730363845825,6197.37129253,0.0,3068.526572704315,8.14907238911e-11,-5.5879384453e-10,0.0,15.6642,12.93782377243042,0.33647584915161133,0.958807,1.629683494567871,1.6090764999389648,4396.25,47.090415477752686
400,0.126019391352,43.251136302948,0.00208753956831,15.4965,0.953335,44.834635734558105,2.74184,29400.0,10451.25,400,42200.0,2.74062,0.0516503869175,0.00750020705163,-0.0020875390619,10205.2020283,150.36792826652527,6742.96406912,0.0,3219.6740217208862,5.06406638845e-10,-8.14906098157e-09,0.0,15.5156,12.189553260803223,0.3676791191101074,0.952775,1.4980599880218506,1.3889100551605225,5303.25,39.83737111091614
400,0.109241609591,50.90787363052368,0.00426949309476,15.3795,0.946475,46.85804581642151,2.72733,34000.0,9008.25,400,42700.0,2.73303,0.0325482169031,0.00887182727456,-0.00426949281245,11376.0914614,167.7045021057129,7934.27576641,0.0,3387.388411283493,2.82307177635e-10,1.0617075219e-08,0.0,15.292,12.903582334518433,0.7257163524627686,0.949202,1.547358512878418,1.5654616355895996,5541.75,46.35788917541504
400,0.0744345825767,52.026522159576416,0.00539306071551,15.3119,0.94531,47.89006853103638,2.72485,33300.0,9081.75,400,40700.0,2.72863,0.0200517058869,0.00976558960974,-0.00539306085557,9404.36823702,170.54650139808655,6509.02388515,0.0,3558.801224708557,-1.40062197951e-10,-2.0489103747e-09,0.0,15.2542,13.492841958999634,0.3597598075866699,0.947129,1.6157169342041016,1.5892367362976074,3194.25,46.83608961105347
400,0.101241599729,49.66874122619629,0.00402157978388,15.1322,0.941607,46.86021399497986,2.71671,29900.0,9307.0,400,42500.0,2.71683,0.0313033943736,0.00740622449666,-0.00402157893404,11048.296294,165.49418377876282,6920.85326658,0.0,3724.3022043704987,8.4983181603e-10,5.2154032204e-09,0.0,15.1304,13.258292198181152,0.32632017135620117,0.941665,1.5338845252990723,1.5071594715118408,4417.75,45.40555477142334
400,0.0883869217863,47.44894528388977,0.00323588487227,14.9702,0.935471,46.61428689956665,2.70407,23000.0,2825.0,400,24600.0,2.70606,0.0107531247259,0.00581416022032,-0.00323588447645,5259.33693539,161.06181693077087,4105.75096663,0.0,3886.412762403488,3.95812105314e-10,5.58793233907e-10,0.0,14.9405,13.233999252319336,0.3425157070159912,0.936416,1.6017298698425293,1.5097265243530273,1447.0,43.52577471733093
400,0.156305723985,48.0843665599823,0.00253803532687,15.152,0.942361,47.623613357543945,2.71867,23000.0,6919.5,400,31100.0,2.71813,0.0393971240521,0.00696598691866,-0.00253803492524,8218.37695351,164.62977266311646,5996.22172705,0.0,4051.0493955612183,4.0163289361e-10,1.2107218561e-09,0.0,15.1601,13.493448495864868,0.3611304759979248,0.942119,1.5838699340820312,1.502485990524292,4205.0,44.012550830841064
400,0.10638503298,49.37829613685608,0.00500305738533,14.9128,0.932627,45.418148040771484,2.6982,27500.0,7420.25,400,29900.0,2.70222,0.0360402215036,0.00941009167582,-0.00500305742025,7433.06228532,166.17622828483582,4436.27010421,0.0,4218.070930480957,-3.49245632414e-11,2.04890926447e-09,0.0,14.853,13.104269742965698,0.35599756240844727,0.934536,1.6716527938842773,1.5853166580200195,2915.25,45.11815929412842
400,0.0681839676614,49.376057147979736,0.00299309882103,14.7466,0.927486,47.00303101539612,2.68713,28500.0,6974.5,400,31700.0,2.69101,0.0256579870101,0.00857568345964,-0.00299309846014,8371.69933466,168.8961102962494,6869.72836071,0.0,4386.978483915329,3.60887514317e-10,-4.65661020854e-09,0.0,14.6895,13.385682821273804,0.32184267044067383,0.929316,1.6429216861724854,1.4934096336364746,3861.5,45.35677242279053
400,0.0656569687048,49.377859354019165,0.00410885949386,14.7176,0.92904,47.39003562927246,2.69044,25200.0,5858.0,400,40900.0,2.68905,0.0239346951227,0.00710497330874,-0.00410886062309,9595.16993075,170.10330653190613,6627.38341561,0.0,4558.343958616257,-1.12922859952e-09,1.11758480248e-09,0.0,14.7382,13.538800954818726,0.3391263484954834,0.928417,1.65423583984375,1.5068888664245605,3443.75,45.724369525909424
400,0.144413553977,48.729352951049805,0.0057643430453,14.579,0.924933,47.11439394950867,2.68165,31100.0,9696.25,400,33800.0,2.67958,0.0505622234242,0.00898656435311,-0.00576434284449,7035.09850233,168.2151026725769,6262.62636599,0.0,4726.563948392868,2.00816391294e-10,-3.53903129025e-09,0.0,14.6092,13.540754079818726,0.3563714027404785,0.923984,1.6515462398529053,1.6314342021942139,5281.0,44.69493079185486
400,0.0666094351712,40.13690543174744,0.00298437864658,14.516,0.922323,45.127997398376465,2.67603,24200.0,8115.75,400,39100.0,2.67525,0.0156223714629,0.00748229492456,-0.00298437848687,10150.8485821,149.5231192111969,4148.92274422,0.0,4876.93923997879,1.59707261305e-10,1.86260756818e-10,0.0,14.5274,12.042291164398193,0.44070005416870117,0.921995,1.5827229022979736,1.3116693496704102,2317.75,37.858354330062866
400,0.117528220236,40.138575315475464,0.00310737704276,14.4694,0.919577,42.63254237174988,2.67003,34000.0,9753.5,400,39900.0,2.67204,0.0255624693877,0.00765755260363,-0.00310737686232,9535.88683605,147.03831720352173,7565.26587438,0.0,5023.984800338745,1.80443771036e-10,-1.8626464815e-09,0.0,14.4404,13.19246506690979,0.36199212074279785,0.920527,1.5213568210601807,1.3475141525268555,4376.5,38.339611768722534
400,0.0780846013443,37.80303645133972,0.00360401001017,14.274,0.913067,41.34920358657837,2.65564,34900.0,8704.25,400,30700.0,2.65844,0.0266809456126,0.00745740998536,-0.00360400974751,8891.57786546,140.68604230880737,7406.33056496,0.0,5165.486244678497,2.62662114281e-10,1.862663912e-10,0.0,14.2341,12.891327857971191,0.34159255027770996,0.914358,1.4508376121520996,1.3089499473571777,3772.75,36.84491848945618
400,0.110402977284,38.27952718734741,0.00464910231531,13.9859,0.904938,39.52058959007263,2.63804,31600.0,12999.5,400,36000.0,2.63805,0.0313782058812,0.00829918496311,-0.00464910175651,10652.3307191,143.08381247520447,8091.44992801,0.0,5308.576977491379,5.58793566974e-10,6.70552413595e-09,0.0,13.9858,16.0340473651886,0.39351487159729004,0.904964,1.3827238082885742,1.338010311126709,5374.25,37.86894774436951
