Time,0ProcessExecTime,ItrTime,LossAfter,LossBefore,0PolicyExecTime,1ExplainedVariance,MeanKL,0EnvExecTime,0NumTrajs,1AverageReturn,1StdReturn,1Perplexity,1PolicyExecTime,1ProcessExecTime,0AveragePolicyStd,0MinReturn,0AverageReturn,0Entropy,0StdReturn,1EnvExecTime,0ExplainedVariance,0MaxReturn,ComputeUpdatedDistTime,1MaxReturn,1NumTrajs,1Entropy,dLoss,1AveragePolicyStd,0Perplexity,1MinReturn,MeanKLBefore
43.79678535461426,0.3668045997619629,43.79678773880005,0.0,0.0,2.6115872859954834,1,0.0,8.464840173721313,400,0.0,0.0,17.0795,10.895097494125366,0.36287999153137207,1.0,0.0,0.0,2.83788,0.0,9.376020669937134,1,0.0,4.899773359298706,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
81.9571123123169,0.3597724437713623,37.30385088920593,0.0,0.0,2.5856118202209473,1,0.0,9.814610004425049,400,0.0,0.0,17.0795,11.139352560043335,0.33652186393737793,1.0,0.0,0.0,2.83788,0.0,9.580009460449219,1,0.0,0.3173539638519287,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
116.79525899887085,0.34702062606811523,34.831801414489746,0.0,0.0,2.3236474990844727,1,0.0,9.043923377990723,400,0.0,0.0,17.0795,10.403145551681519,0.31825780868530273,1.0,0.0,0.0,2.83788,0.0,9.007993936538696,1,0.0,0.2989029884338379,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
153.88977670669556,0.3389761447906494,36.30286359786987,0.0,0.0,2.246692657470703,1,0.0,8.677638053894043,400,0.0,0.0,17.0795,11.080498695373535,0.37807726860046387,1.0,0.0,0.0,2.83788,0.0,10.103820562362671,1,0.0,0.2831149101257324,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
188.65830302238464,0.37413549423217773,34.7638156414032,0.0,0.0,2.500230073928833,1,0.0,9.52880573272705,400,0.0,0.0,17.0795,10.081345796585083,0.3348238468170166,1.0,0.0,0.0,2.83788,0.0,8.605319023132324,1,0.0,0.3220176696777344,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
224.27322912216187,0.3617093563079834,34.75758624076843,0.0,0.0,2.473562002182007,1,0.0,9.197056531906128,400,0.0,0.0,17.0795,10.42650556564331,0.30980348587036133,1.0,0.0,0.0,2.83788,0.0,8.762803077697754,1,0.0,0.30934715270996094,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
259.78102564811707,0.36751890182495117,35.50125980377197,0.0,0.0,2.640982151031494,1,0.0,9.7910475730896,400,0.0,0.0,17.0795,10.318089485168457,0.3123950958251953,1.0,0.0,0.0,2.83788,0.0,8.790518522262573,1,0.0,0.3207533359527588,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
296.4686439037323,0.3645005226135254,35.861642599105835,0.0,0.0,2.5256757736206055,1,0.0,9.273293018341064,400,0.0,0.0,17.0795,10.748043298721313,0.35242748260498047,1.0,0.0,0.0,2.83788,0.0,9.2407066822052,1,0.0,0.31310272216796875,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
332.2906403541565,0.37763476371765137,35.81685519218445,0.0,0.0,2.5990757942199707,1,0.0,9.11668848991394,400,0.0,0.0,17.0795,11.033248662948608,0.3548734188079834,1.0,0.0,0.0,2.83788,0.0,9.142825365066528,1,0.0,0.3100616931915283,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
369.88054275512695,0.3772740364074707,36.35537600517273,0.0,0.0,2.592822313308716,1,0.0,9.095252513885498,400,0.0,0.0,17.0795,10.278002262115479,0.3339219093322754,1.0,0.0,0.0,2.83788,0.0,9.148083686828613,1,0.0,0.2976083755493164,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
403.167751789093,0.35352444648742676,33.28223896026611,0.0,0.0,2.549041986465454,1,0.0,8.828621864318848,400,0.0,0.0,17.0795,9.262999534606934,0.2836613655090332,1.0,0.0,0.0,2.83788,0.0,8.076215744018555,1,0.0,0.30703139305114746,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
438.1068136692047,0.37016844749450684,34.077561140060425,0.0,0.0,2.5564005374908447,1,0.0,9.456608533859253,400,0.0,0.0,17.0795,9.509717226028442,0.28621554374694824,1.0,0.0,0.0,2.83788,0.0,8.265641212463379,1,0.0,0.2958333492279053,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
470.34862065315247,0.3601236343383789,32.23732900619507,0.0,0.0,2.746593952178955,1,0.0,9.046895503997803,400,0.0,0.0,17.0795,8.62363600730896,0.2885262966156006,1.0,0.0,0.0,2.83788,0.0,7.790557146072388,1,0.0,0.2945880889892578,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
503.52700114250183,0.3359873294830322,32.238537073135376,0.0,0.0,3.262148380279541,1,0.0,8.622981786727905,400,0.0,0.0,17.0795,8.721567392349243,0.30379676818847656,1.0,0.0,0.0,2.83788,0.0,7.710471153259277,1,0.0,0.2857027053833008,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
534.8251476287842,0.31844472885131836,31.293635368347168,0.0,0.0,3.346599817276001,1,0.0,8.076611995697021,400,0.0,0.0,17.0795,8.576650619506836,0.2765185832977295,1.0,0.0,0.0,2.83788,0.0,7.493001699447632,1,0.0,0.30700182914733887,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
570.3159534931183,0.3417472839355469,34.699923276901245,0.0,0.0,3.39963436126709,1,0.0,8.277766704559326,400,0.0,0.0,17.0795,10.106766939163208,0.3337540626525879,1.0,0.0,0.0,2.83788,0.0,8.88600778579712,1,0.0,0.3062469959259033,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
605.6078162193298,0.3444511890411377,35.2867271900177,0.0,0.0,2.9672679901123047,1,0.0,9.388434171676636,400,0.0,0.0,17.0795,10.162055015563965,0.31496548652648926,1.0,0.0,0.0,2.83788,0.0,8.69898247718811,1,0.0,0.5067417621612549,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
642.9072647094727,0.317610502243042,36.46085453033447,0.0,0.0,2.799225330352783,1,0.0,8.420021295547485,400,0.0,0.0,17.0795,11.559739112854004,0.3875300884246826,1.0,0.0,0.0,2.83788,0.0,9.697344064712524,1,0.0,0.27510523796081543,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
680.6577622890472,0.3746683597564697,37.745638370513916,0.0,0.0,3.1271424293518066,1,0.0,9.46692943572998,400,0.0,0.0,17.0795,11.196637868881226,0.3811032772064209,1.0,0.0,0.0,2.83788,0.0,9.826767683029175,1,0.0,0.3065817356109619,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
719.2048449516296,0.3936150074005127,37.64220976829529,0.0,0.0,3.1193010807037354,1,0.0,10.010509252548218,400,0.0,0.0,17.0795,10.962384939193726,0.34204649925231934,1.0,0.0,0.0,2.83788,0.0,9.572449207305908,1,0.0,0.3024563789367676,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
754.9155535697937,0.3726210594177246,35.70517659187317,0.0,0.0,3.0548665523529053,1,0.0,9.540030241012573,400,0.0,0.0,17.0795,10.310229539871216,0.3170602321624756,1.0,0.0,0.0,2.83788,0.0,8.860849142074585,1,0.0,0.31183886528015137,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
792.5912709236145,0.3435206413269043,36.8056902885437,0.0,0.0,2.811849594116211,1,0.0,8.567503690719604,400,0.0,0.0,17.0795,11.350407361984253,0.353959321975708,1.0,0.0,0.0,2.83788,0.0,10.058313608169556,1,0.0,0.31537628173828125,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
829.7092061042786,0.3574678897857666,37.11165261268616,0.0,0.0,3.019080400466919,1,0.0,9.472655296325684,400,0.0,0.0,17.0795,10.997220754623413,0.32694315910339355,1.0,0.0,0.0,2.83788,0.0,9.547808170318604,1,0.0,0.3140087127685547,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
863.8082828521729,0.3674931526184082,33.286425828933716,0.0,0.0,2.9514503479003906,1,0.0,9.070590019226074,400,0.0,0.0,17.0795,9.351765632629395,0.307201623916626,1.0,0.0,0.0,2.83788,0.0,7.9486305713653564,1,0.0,0.31008434295654297,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
899.4823987483978,0.3145918846130371,35.66986870765686,0.0,0.0,2.778474807739258,1,0.0,8.372215986251831,400,0.0,0.0,17.0795,10.950493097305298,0.3491079807281494,1.0,0.0,0.0,2.83788,0.0,9.575612783432007,1,0.0,0.3070511817932129,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
935.6180138587952,0.3281562328338623,35.32789993286133,0.0,0.0,2.8094096183776855,1,0.0,8.743746519088745,400,0.0,0.0,17.0795,10.709893465042114,0.3298013210296631,1.0,0.0,0.0,2.83788,0.0,9.259708881378174,1,0.0,0.318037748336792,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
970.6353838443756,0.32648420333862305,35.01238131523132,0.0,0.0,2.863460063934326,1,0.0,8.781670570373535,400,0.0,0.0,17.0795,10.29761552810669,0.32401299476623535,1.0,0.0,0.0,2.83788,0.0,9.177057027816772,1,0.0,0.31186604499816895,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
1006.3841216564178,0.33603811264038086,34.97051692008972,0.0,0.0,2.8502237796783447,1,0.0,8.36468505859375,400,0.0,0.0,17.0795,10.484453439712524,0.3393275737762451,1.0,0.0,0.0,2.83788,0.0,9.251669883728027,1,0.0,0.30246424674987793,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
1043.5942704677582,0.36266422271728516,37.20432901382446,0.0,0.0,2.9642598628997803,1,0.0,9.335458040237427,400,0.0,0.0,17.0795,11.134801864624023,0.3484764099121094,1.0,0.0,0.0,2.83788,0.0,9.699583530426025,1,0.0,0.2899754047393799,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
1087.0880653858185,0.37862110137939453,42.14796328544617,0.0,0.0,3.0059545040130615,1,0.0,9.363470315933228,400,0.0,0.0,17.0795,13.273179769515991,0.4316699504852295,1.0,0.0,0.0,2.83788,0.0,12.079039335250854,1,0.0,0.3074519634246826,0.0,400,2.83788,0.0,1.0,17.0795,0.0,0.0
